Assay Name	LD	LDV	SD	SDV	FT10	FT16	FT22	Seed Dormancy	Emco5	Emwa1	Emoy*	Hiks1	Noco2	Li7	B11	Na23	Mg25	P31	S34	K39	Ca43	Mn55	Fe56	Co59	Ni60	Cu65	Zn66	As75	Se82	Mo98	Cd114	avrPphB	avrRpm1	avrRpt2	avrB	0W	2W	4W	8W	FLC	FRI	8W GH FT	8W GH LN	0W GH FT	0W GH LN	FT Field	FT Diameter Field	FT GH	FT Duration GH	LC Duration GH	LFS GH	MT GH	RP GH	At1	At1 CFU2	As	As CFU2	Bs	Bs CFU2	At2	At2 CFU2	As2	As2 CFU2	FW 	DW 	LES	YEL 	LY 	LN10	LN16	LN22	Silique 16	Silique 22	Germ 10	Germ 16	Germ 22	Width 10	Width 16	Width 22	Chlorosis 10	Chlorosis 16	Chlorosis 22	Anthocyanin 10	Anthocyanin 16	Anthocyanin 22	Leaf serr 10	Leaf serr 16	Leaf serr 22	Leaf roll 10	Leaf roll 16	Leaf roll 22	Rosette Erect 22	Hypocotyl length	Trichome avg C	Trichome avg JA	Aphid number	Bacterial titer	Seedling Growth	Vern Growth	After Vern Growth	Secondary Dormancy	Germ in dark	DSDS50	Seed bank 133-91	Storage 7 days	Storage 28 days	Storage 56 days
assay442																																					22	23.9	21.9	0.038	0.816	26.9	17.8	27.7	16.1																																																														
assay678																																														173.074	21.8225	126.273	15.2843	106.381	121.668	11.8221	29.0168																																																						
assay1118																																																																																																		0.00846379	0.00487822	0.115429	0.265873	75.2855	58.0819	-5.5	0.48075	2.86438	48.8039
assay965																																																						1.167	5.304	2.5	4.44	8.167	3.779	0.333	5.548	0.333	4.163																																												
assay208																																																																0.4762	0.035	0	0	0																																							
assay480																																				37.2	26.6	22.7	20	0.469	0.563	26.4	13	28.6	12.9																																																														
assay575																																														173.259	27.0311	166.469																																																											
assay775														6.63284	75.6708	516.647	12323.3	7963.66	9542.18	28413	25193.4	131.024	61.2412	1.62837	3.696	1.07789	77.238	0.228673	6.45653	2.32382	5.67992																																																																												
assay857																																0	1	1	1																			3.333	5.183	0.833	5.619	6.833	4.894	2	4.874	3.167	5.564																															36.3	34.8	22.5	11.6										
assay908																																0			0																			3.833	4.333	3.667	4.837	5.167	5.97	5.5	4.703	3	3.144																															45	31.7	16.5	10.1										
assay249																																																																0.8702	0.0598	0	0	0																																							
assay470																																				32.9	25.4	27.5	25.2	0.047	0.211	28.7	12.6																																																																
assay750														6.03735	75.7086	554.938	13658.8	8638.72	10806.1	27738	26800.3	118.62	62.6406	1.45684	4.04426	0.953108	67.5195	0.29967	7.72461	1.53644	3.2948																																																																												
assay1189																																																																																													6.96														
assay356									0	0	0	1	0																																																																																														
assay20	32	35.1667	4.79583	4.95536	65	50	44	0																																																													28	33	24	1.6	1.2	5	3	2	4.6	9.4	11	0	0	0	0	0	1	1	1	1	0	0	0	1															
assay1213																																																																																													0.57														
assay1131																																																																																													0.62														
assay1005																																																						0.833	4.554	0.333	3.816	3.833	5.901	0.5	4.561	0	4.287																																												
assay690																																														183.634	30.4749	159.843																																																											
assay425																																					31			0.071	1.0266	27.2	15.5	29.7	15.2																																																														
assay1101																																																																																																		0.00964662	0.00892155	0.210135	0.213331	0.757576	60.3526	0	0	2.25	39.4715
assay464																																				55.9	32.2	25.6	22.1	1.849	1.7096	29.2	20																																																																
assay1102																																																																																																		0.0077915	0.00465553	0.116485	0	100	36.0707	0	0	23	100
assay814														7.70959	85.5871	620.871	15205.8	7249.14	10866.4	33573.4	29933.4	89.9086	61.3436	1.17056	1.68849	0.844396	55.8415	0.247649	7.10884	7.08744	2.25452																																																																												
assay38	1.06719	24.3333	84.1806	2.92499	49	40	47	58																																																													17	23	24	1.2	0.9	5	3	3	4	7.6	12.2	1	0	0	1	1	1	1	1	1	1	0	0	0															
assay303									1	1	1	1	1																																																																																														
assay1158																																																																																													6.35														
assay534																																				27.9	20.2	18.4	18.2	0.136	0.33	24.7	13.8		9.3																																																														
assay504																																				31.6	22.4	22.6	21	0.062	2.269	30	17	28	12.1																																																														
assay850																																0		1																				1.167	5.117	0.667	4.589	1.5	4.848	0.5	4.103	0.667	3.835																															43	42.5	38.3	10.9										
assay97					57	39	27.8																																																																																																				
assay1103																																																																																																			0.0171913	0.184087	0.34889	82.1207	56.7535	10.0114	0.25	4.01852	58.9705
assay154	200	4.70744	200	56.2658	71	84	250																																																														37	47	298			7	3	2	2.1	8.4	10.5	0	0	1	0	1	1	0.5	1	1.5	0	0	0	0															
assay250																																																																0.7015	0.0438	0	0	0																																							
assay27	0	3.45205	200		99	252	250																																																														34	88	168	1.4	0.9	5	3	2	4.3	7	5.7	0	0	0	0	0	1	0	0.75	0.75	0	0	0	1															
assay1171																																																																																													0.65														
assay1205																																																																																													0.76														
assay1081																																																																																																		0.00614921	0.00458015	0.12325	-0.04329	68.7626	79.7412	-41.4263	0	0	8.75
assay138	200	48.8333	200	200	120	100	250																																																														50	44	254			5	3	2	3	7.6	8.8	0	0	1	0	0	1	0.5	0.5	0.75	1	0	0	0															
